bioID,useFirst,lastName,pos,height,weight,college,hsState,race,GP,minutes,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade
millspa01,Paul,Millsap,F,80,245,Louisiana Tech,LA,B,461,26.9523,12.0889,2.449,4.564,1.6247,1.0868,0.9501,1.4772,3.4013,9.1323,4.7636,3.5098,2.5228,0.1605,0.039
millste01,Terry,Mills,F,82,230,Michigan,MI,B,678,24.2212,10.5826,1.5177,3.91,1.3142,0.5855,0.4366,1.2552,2.7965,9.1844,4.1991,1.7906,1.3982,2.0457,0.7861
minerha01,Harold,Miner,G,77,210,USC,CA,B,200,18.74,9.005,0.955,1.205,1.225,0.4,0.135,1.39,1.85,7.52,3.46,2.51,1.97,0.37,0.115
mingya01,Yao,Ming,C,89,296,none,,O,486,32.5412,19.0267,2.537,6.714,1.5823,0.3889,1.893,2.6975,3.284,13.2613,6.9547,6.1399,5.1132,0.0206,0.0041
minorgr01,Greg,Minor,G-F,78,210,Louisville,GA,B,277,18.5704,6.8664,0.9314,1.7437,1.3863,0.5632,0.1661,0.8123,1.6751,6,2.8664,1.3646,1.0469,0.3827,0.0866
mitchsa01,Sam,Mitchell,F,78,210,Mercer (GA),GA,B,914,21.7101,8.3414,1.1718,2.3829,1.0941,0.5274,0.2702,0.8118,2.4158,6.9716,3.116,2.593,2.0383,0.3096,0.0711
moblecu01,Cuttino,Mobley,G,76,190,Rhode Island,PA / ME,B,747,36.9639,16.0161,0.7269,3.158,2.6975,1.1754,0.419,2.0348,2.2878,13.3588,5.7818,3.593,3,3.838,1.4525
mobleer01,Eric,Mobley,C,83,235,Pittsburgh,NY,B,113,13.8938,3.8938,1.2301,1.8761,0.5044,0.2389,0.5398,0.9115,1.7168,2.9469,1.5929,1.4336,0.6814,0.0354,0.0265
mohamna01,Nazr,Mohammed,C,82,221,Kentucky,IL,B,834,17.3753,6.5971,1.988,3.1643,0.3909,0.4724,0.6847,1.0168,2.3525,5.5144,2.717,1.8189,1.1631,0.0072,0
moisoje01,Jerome,Moiso,F,82,232,UCLA,CT,B,145,9.6,2.6621,0.869,1.8552,0.2621,0.3103,0.469,0.7172,1.2621,2.2276,1.0897,0.8138,0.4828,0.0207,0
monrogr01,Greg,Monroe,C,83,250,Georgetown,LA,B,146,29.4795,12.0959,3.3356,5.1438,1.7603,1.2055,0.6233,1.6575,2.5753,9.1164,4.863,3.4589,2.3699,0.0137,0
montrer01,Eric,Montross,C,84,270,North Carolina,IN,W,465,18.2366,4.4538,1.5398,3.1032,0.4452,0.2624,0.5914,0.871,2.7312,3.9118,1.9161,1.2989,0.6215,0.0065,0
moonja01,Jamario,Moon,F,80,205,Meridian CC,AL,B,286,22.5629,6.3182,0.7028,3.5874,1.0175,0.8007,0.8252,0.514,1.4825,5.4825,2.528,0.8007,0.6434,1.8846,0.6189
mooremi01,Mikki,Moore,C,83,225,Nebraska,SC,B,564,18.1879,5.7748,1.3777,2.516,0.7252,0.3174,0.5426,0.9521,2.7323,4.0851,2.25,1.711,1.2713,0.023,0.0035
mooretr01,Tracy,Moore,G-F,76,200,Tulsa,OK,B,119,14.5294,7,0.6303,0.9076,1.0168,0.521,0.0672,0.8235,1.563,6.2017,2.5042,1.605,1.3445,1.8824,0.6471
morriad01,Adam,Morrison,F,80,205,Gonzaga,WA,W,161,20.3665,7.4534,0.5093,1.6149,1.3789,0.2484,0.0745,1.0683,1.6957,7.7764,2.9006,1.2422,0.882,2.3292,0.7702
morrich01,Chris,Morris,F,80,210,Auburn,GA,B,591,24.0321,10.022,1.9188,2.692,1.5567,1.1591,0.6785,1.3469,2.1675,8.7411,3.8596,2.2403,1.6734,2.1269,0.6294
morrite01,Terence,Morris,F,81,221,Maryland,MD,B,139,13.9137,3.3957,0.8849,1.8273,0.6691,0.2518,0.3525,0.5827,0.9065,3.6978,1.5036,0.3237,0.2302,0.8058,0.1583
morroan01,Anthony,Morrow,G,77,210,Georgia Tech,NC,B,256,27.4609,12.0547,0.8086,2.1484,1.2227,0.6484,0.1719,1.0156,1.9883,9.8242,4.4336,1.6289,1.4609,4.0508,1.7266
motenla01,Lawrence,Moten,G,76,185,Syracuse,DC / NH,B,119,15.2437,6.2773,0.6723,0.8487,1.5294,0.6471,0.2689,1.0588,1.2017,5.8908,2.4034,1.4958,0.9748,1.6555,0.4958
mottoha01,Hanno,Mottola,F,82,245,Utah,,W,155,15.2258,4.6129,0.8387,2.0129,0.4839,0.2,0.1806,0.8839,2.1742,4.2645,1.8839,1.071,0.8387,0.1032,0.0065
mournal01,Alonzo,Mourning,C,82,240,Georgetown,VA,B,838,30.9988,17.0752,2.6062,5.9105,1.1289,0.494,2.8115,2.636,3.3532,11.5764,6.105,6.9928,4.8389,0.1062,0.0263
mullich01,Chris,Mullin,F-G,78,200,St. Johns (NY),NY,W,629,32.4944,16.7822,0.9618,3.151,3.275,1.5103,0.5946,2.2178,1.9825,12.5072,6.3498,3.5771,3.0541,2.5421,1.0286
murdoer01,Eric,Murdock,G,73,190,Providence,NJ,B,508,23.3898,10.0748,0.6673,1.815,4.8563,1.6339,0.1358,1.9508,1.9311,8.4843,3.7185,2.6161,2.0551,1.6988,0.5827
muresgh01,Gheorghe,Muresan,C,91,303,Cluj University (ROM),,W,307,21.9186,9.8371,2.1433,4.2313,0.4886,0.557,1.4821,1.4528,3.1205,7.1857,4.1205,2.4788,1.5961,0.0033,0
murphto01,Tod,Murphy,C-F,81,220,California-Irvine,CA,W,108,14.4352,3.3704,1.2222,2.25,0.6944,0.3333,0.2593,0.4722,1.3981,2.9537,1.25,1.3426,0.8519,0.1759,0.0185
murphtr01,Troy,Murphy,F,83,245,Notre Dame,NJ,W,715,27.5119,10.8979,1.9105,6.0126,1.5119,0.6545,0.4028,1.2294,2.6028,8.8643,3.951,2.7497,2.1552,2.1566,0.8406
murrala01,Lamond,Murray,F-G,79,236,California,CA,B,736,25.1046,11.2582,1.2717,2.8492,1.3288,0.9293,0.4334,1.6399,1.9986,9.9198,4.2622,2.6562,2.0163,1.9918,0.7174
murraro01,Ronald,Murray,G,76,190,Shaw,PA,B,487,22.7515,9.8912,0.3943,1.6735,2.2505,0.8296,0.2053,1.5236,1.6324,8.9528,3.7084,2.4846,1.8008,2.2156,0.6735
murratr01,Tracy,Murray,F,79,225,UCLA,CA,B,659,18.3642,9.0182,0.7663,1.736,0.7709,0.5478,0.2443,0.915,1.6677,7.6935,3.3096,1.5159,1.2564,2.9469,1.1426
mustaje01,Jerrod,Mustaf,F-C,82,238,Maryland,MD,B,179,10.6257,4.0279,0.8101,1.7151,0.5531,0.3073,0.257,0.8045,1.324,3.5475,1.5922,1.3017,0.8436,0.0112,0
mutomdi01,Dikembe,Mutombo,C,86,245,Georgetown,,B,1197,30.7343,9.7987,3.1813,7.1437,1.0359,0.4127,2.7477,1.8154,2.8262,6.721,3.4829,4.1437,2.8329,0.0017,0
myerspe01,Pete,Myers,G-F,78,180,Arkansas-Little Rock,AL,B,241,18.8174,5.3402,0.6349,1.39,2.3029,0.7344,0.2282,1.3402,1.9627,4.6598,1.9834,1.8548,1.2407,0.527,0.1328
nachbbo01,Bostjan,Nachbar,F,81,221,none,,W,318,17.7138,7.0881,0.3994,2.2327,0.8899,0.4245,0.261,0.8805,2.1918,5.7704,2.3428,1.7579,1.3805,2.7264,1.022
nailole01,Lee,Nailon,F,80,234,Texas Christian,IN,B,306,19.0163,8.5686,1.2386,1.8203,0.9739,0.4346,0.1732,1.0458,1.9477,7.732,3.6634,1.5752,1.2386,0.0294,0.0033
najered01,Eduardo,Najera,F,80,234,Oklahoma,TX,W,619,18.1163,4.9338,1.4507,2.2811,0.7964,0.7237,0.3748,0.6527,2.2294,4.0468,1.9451,1.2892,0.8659,0.5719,0.1777
nancela01,Larry,Nance,F-C,82,205,Clemson,SC,B,271,34.941,16.7897,2.4908,5.8155,2.7343,0.8376,2.5683,1.3395,2.7232,13.0185,6.9262,3.6236,2.9299,0.0664,0.0074
nashst01,Steve,Nash,G,75,195,Santa Clara,BC,W,1152,31.362,14.4523,0.5321,2.4809,8.6068,0.7483,0.0825,2.8828,1.6441,10.6962,5.2509,2.816,2.5443,3.2856,1.4062
nealga01,Gary,Neal,G,76,210,Towson,MD,B,136,21.2574,9.8529,0.2426,2.0662,1.5662,0.3971,0.0441,1.0147,1.6397,8.2206,3.6544,1.2353,0.9853,3.7206,1.5588
nealyed01,Ed,Nealy,F,79,238,Kansas State,KS,W,148,9.3649,2.3784,0.5473,1.6554,0.5946,0.3514,0.0541,0.2905,0.8919,1.9392,0.8986,0.5,0.3581,0.6284,0.223
nelsoja01,Jameer,Nelson,G,72,190,St. Josephs,PA,B,527,28.2429,12.4137,0.5332,2.4991,4.9564,0.9412,0.0645,2.1651,2.6072,10.4478,4.7609,2.1309,1.7211,3.0152,1.1708
nesbyty01,Tyrone,Nesby,F,78,225,UNLV,IL,B,255,26.1098,9.5333,1.1569,2.5333,1.451,1.0353,0.3647,1.0549,2.6157,8.9059,3.6,2.051,1.5843,2.3686,0.749
nestera01,Rasho,Nesterovic,C,84,248,none,,W,811,22.1714,6.8052,1.8656,3.2429,1.0308,0.4069,1.1529,0.9223,2.6967,6.3144,3.1689,0.7965,0.4661,0.016,0.0012
newbiiv01,Ivano,Newbill,F-C,81,245,Georgia Tech,GA,B,134,10.6716,1.4776,1.0448,1.597,0.3731,0.3731,0.2164,0.5299,1.5896,1.4403,0.5672,0.7761,0.3358,0.0075,0.0075
newblir01,Ira,Newble,F,79,220,Miami (OH),MI,B,380,20.1316,5.0789,1.0605,1.8711,0.9,0.5368,0.2763,0.7605,1.8289,4.6105,2.0579,0.95,0.7395,0.6553,0.2237
newmajo01,Johnny,Newman,F-G,79,190,Richmond,VA,B,862,25.0615,10.8457,0.7819,1.4339,1.4582,0.8886,0.2123,1.4049,2.8016,8.1589,3.7633,3.4942,2.819,1.4408,0.5
noahjo01,Joakim,Noah,F-C,83,230,Florida,NJ / NY,B,330,27.0273,8.8636,3.2182,5.4303,1.7848,0.7212,1.3273,1.4242,2.8091,6.5182,3.3515,2.997,2.1606,0.0121,0
nocioan01,Andres,Nocioni,F,79,225,none,,W,514,23.3463,10.5331,0.6887,3.7763,1.1946,0.4183,0.4416,1.4086,2.7121,8.7121,3.7588,2.3424,1.8735,3.0603,1.142
normake01,Ken,Norman,F,80,215,Illinois,IL,B,430,28.3791,12.9535,2.0093,3.9186,1.9535,0.6721,0.6326,1.5674,2.1884,11.5698,5.5209,2.5674,1.4,1.614,0.5116
norrimo01,Moochie,Norris,G,73,175,West Florida,DC,B,445,17.1708,5.1056,0.4697,1.4809,2.7708,0.7213,0.0427,1.1775,1.0876,4.5685,1.8337,1.591,1.1775,0.9124,0.2607
novakst01,Steve,Novak,F,82,220,Marquette,WI,W,280,11.4643,4.9,0.1464,1.1071,0.2607,0.1821,0.0857,0.2071,0.725,3.7857,1.7179,0.2571,0.225,2.8393,1.2393
nowitdi01,Dirk,Nowitzki,C,83,237,none,,W,1055,36.3223,22.8758,1.1801,7.0986,2.6455,0.8777,0.9602,1.9156,2.5469,16.8218,7.9915,6.4749,5.6844,3.182,1.2085
oaklech01,Charles,Oakley,F-C,80,225,Virginia Union,OH,B,898,31.0824,8.3753,2.7205,5.98,2.4577,1.0713,0.2895,1.8452,3.4454,7.147,3.284,2.2238,1.7606,0.1927,0.0468
obanned01,Ed,OBannon,F,80,222,UCLA,CA,B,128,16.1094,4.9531,0.8984,1.5703,0.7969,0.5703,0.1797,0.6406,1.5,5.3047,1.9453,1.1172,0.8438,0.9844,0.2188
obertfa01,Fabricio,Oberto,F,82,245,none,,W,335,14.5373,3.2269,1.3224,2.1851,0.8955,0.2657,0.2239,0.6687,2.1881,2.4925,1.4358,0.5761,0.3552,0.0119,0
odomla01,Lamar,Odom,F,82,220,Rhode Island,NY / NY / CT,B,879,34.7156,14.165,1.9374,6.6837,3.8805,0.8862,0.9488,2.463,3.0739,11.4073,5.3072,4.0466,2.8157,2.3163,0.7349
okafoem01,Emeka,Okafor,F-C,82,252,Connecticut,TX,B,511,32.5949,12.7025,3.3425,6.7456,0.82,0.7065,1.7632,1.6908,2.9765,9.953,5.1429,4.1331,2.4168,0.0039,0
okurme01,Mehmet,Okur,C-F,83,249,none,,W,634,29.0694,13.5032,1.989,5.0079,1.7177,0.5189,0.7161,1.5631,2.8628,10.4353,4.776,3.7792,3.011,2.5079,0.9401
olajuha01,Hakeem,Olajuwon,C,82,250,Houston,,B,770,35.2052,20.8675,2.6065,7.6805,2.6545,1.6104,2.926,2.826,3.2558,16.4455,8.3922,5.4883,4.0532,0.1286,0.0299
olivebr01,Brian,Oliver,G,76,210,Georgia Tech,GA,B,118,10.0169,3.2966,0.2627,0.7797,0.9661,0.3814,0.0508,0.661,1.0254,3.3898,1.3136,0.8898,0.6271,0.1864,0.0424
ollieke01,Kevin,Ollie,G,76,195,Connecticut,CA,B,662,15.5574,3.7704,0.2205,1.3172,2.2674,0.506,0.0378,0.7432,1.219,3.1118,1.2764,1.5196,1.2039,0.0438,0.0136
olowomi01,Michael,Olowokandi,C,84,269,Pacific,,B,500,26.26,8.27,1.902,4.926,0.654,0.452,1.394,1.796,3.036,8.218,3.576,1.872,1.118,0,0
onealje01,Jermaine,ONeal,F-C,83,226,none,SC,B,911,27.9363,13.7278,2.0022,5.3809,1.4292,0.4797,1.8683,1.9177,2.9286,11.4226,5.3128,4.348,3.0867,0.1043,0.0154
onealsh01,Shaquille,ONeal,C,85,300,Louisiana State,TX,B,1207,34.7324,23.6918,3.4872,7.3654,2.507,0.6123,2.2635,2.7423,3.435,16.1201,9.3869,9.3223,4.9171,0.0182,0.0008
ostergr01,Greg,Ostertag,C,86,280,Kansas,TX,W,756,19.5146,4.6455,1.9511,3.5317,0.586,0.25,1.7103,0.9048,2.4775,3.6468,1.7712,1.9378,1.1019,0.0132,0.0013
outlabo01,Bo,Outlaw,F-C,80,210,Houston,TX,B,914,22.6904,5.4376,1.8435,3.0109,1.5766,0.9354,1.3053,1.1554,2.3676,3.8665,2.1937,2.0098,1.047,0.0416,0.0033
outlatr01,Travis,Outlaw,F,81,210,none,MS,B,521,22.0998,9.0825,0.8196,2.5298,0.858,0.5758,0.6795,0.8964,1.739,8.0806,3.4376,2.2284,1.6526,1.6372,0.5547
overtdo01,Doug,Overton,G,75,180,LaSalle,PA,B,499,14.5812,4.515,0.2806,1.0301,2.0802,0.4048,0.0381,0.9479,1.1663,4.2766,1.7635,0.9459,0.7715,0.6794,0.2164
owensbi01,Billy,Owens,F-G,80,220,Syracuse,PA,B,600,29.365,11.71,2.415,4.2783,2.84,0.9483,0.535,2.1833,2.935,9.9483,4.7883,3.1733,1.9967,0.47,0.1367
pachuza01,Zaza,Pachulia,F-C,83,240,none,,W,637,20.2983,6.8728,2.0644,3.3234,0.9105,0.6531,0.3783,1.2779,2.6625,5.033,2.3359,3.0063,2.2009,0.022,0
packro01,Robert,Pack,G,74,180,USC,LA,B,552,20.7645,8.9149,0.4728,1.5417,4.6304,1.096,0.0779,2.3913,1.8859,7.4094,3.1504,3.0598,2.4076,0.7065,0.2065
paddige01,Gerald,Paddio,F-G,79,205,UNLV,LA,B,129,12.5969,5.5426,0.4651,0.9612,1.0388,0.2946,0.093,0.7209,0.8062,5.6202,2.3643,1.0078,0.7519,0.2558,0.062
padgesc01,Scott,Padgett,F,81,240,Kentucky,KY,W,448,12.529,4.183,0.8973,1.8415,0.7254,0.4062,0.192,0.5647,1.5201,3.7009,1.5156,0.8371,0.6161,1.4375,0.5357
palacmi01,Milt,Palacio,G,75,195,Colorado State,CA,B,470,17.917,4.7723,0.3383,1.4298,2.5404,0.6426,0.1234,1.2681,1.4574,4.383,1.8362,1.4106,1.0149,0.3617,0.0851
pargoja01,Jannero,Pargo,G,74,170,Arkansas,IL,B,429,15.4406,6.5058,0.2378,1.2634,2.0047,0.5082,0.0559,1.1422,1.3543,6.4662,2.5245,0.7995,0.6923,2.1562,0.7646
parisro01,Robert,Parish,C,84,230,Centenary,LA,B,511,22.9022,9.8278,2.1546,4.8611,0.7319,0.5616,1.002,1.2838,1.9804,7.7162,4.0587,2.3229,1.7104,0.002,0
parkean01,Anthony,Parker,G,76,215,Bradley,IL,B,495,27.7838,9.0465,0.4869,2.6929,2.2808,0.8869,0.1717,1,1.6,7.5636,3.3556,1.4263,1.1313,2.9778,1.204
parkesm01,Smush,Parker,G,76,180,Fordham,NY,B,274,25.8029,9.0109,0.4343,1.9708,2.8869,1.2263,0.1606,1.8102,2.208,7.7701,3.3139,1.8759,1.3285,3.0584,1.0547
parketo01,Tony,Parker,G,74,177,none,,B,806,32.897,16.8437,0.4268,2.6092,5.8908,0.9702,0.0744,2.5261,1.8139,13.5968,6.6898,4.0893,3.0186,1.4355,0.4454
parksch02,Cherokee,Parks,C-F,83,230,Duke,CA,W,472,15.803,4.3559,1.1949,2.4131,0.5614,0.4386,0.6483,0.5953,1.9725,3.9153,1.839,1.0487,0.661,0.0805,0.0169
pattepa01,Patrick,Patterson,F,81,235,Kentucky,WV,B,116,20.2672,7.0517,1.7069,2.4828,0.8103,0.3793,0.6293,0.6897,1.6379,6.7069,3.2241,0.8534,0.6034,0.0431,0
patteru01,Ruben,Patterson,F,77,224,Cincinnati,OH,B,649,24.5809,10.7134,1.9723,2.1834,1.772,1.1572,0.3837,1.7966,2.1849,7.9815,4.1263,3.7535,2.4068,0.302,0.0539
paulch01,Chris,Paul,G,72,175,Wake Forest,NC,B,485,36.9979,18.8144,0.7134,3.7485,9.8371,2.3959,0.0825,2.4515,2.5175,14.0598,6.6351,5.3856,4.6,2.6144,0.9443
pavloal01,Sasha,Pavlovic,F,79,210,none,,W,527,15.8065,5.0474,0.3454,1.4459,0.9184,0.4687,0.1765,0.8463,1.8235,4.7799,1.9336,0.9431,0.6395,1.5598,0.5408
paxsojo01,John,Paxson,G,74,185,Notre Dame,OH,W,247,21.417,6.4008,0.1943,0.8381,2.8623,0.6316,0.0648,0.6073,1.5992,5.5304,2.8704,0.4049,0.3279,0.8219,0.332
payneke01,Kenny,Payne,F-G,80,195,Louisville,MS,B,109,8.7248,3.6147,0.3119,1.0092,0.4679,0.2844,0.1468,0.4312,0.844,3.8899,1.5688,0.422,0.3578,0.4404,0.1193
paytoga01,Gary,Payton,G,76,180,Oregon State,CA,B,1335,35.2936,16.3393,1.0427,2.9041,6.7161,1.8315,0.2135,2.2697,2.4097,14.006,6.5228,3.3558,2.4457,2.6742,0.8479
pecheol01,Oleksiy,Pecherov,C-F,84,210,none,,W,111,9.4054,3.9459,0.7928,1.6036,0.1802,0.1892,0.1982,0.5315,1.0721,3.7297,1.4414,0.8288,0.6577,1.3964,0.4054
peelean01,Anthony,Peeler,G,76,208,Missouri,MO,B,827,24.7449,9.6941,0.682,1.9008,2.3652,0.9371,0.1669,1.2322,2.0193,8.7727,3.7497,1.3241,1.058,2.9565,1.1366
pekovni01,Nikola,Pekovic,F,83,243,none,,W,112,19.2054,9.0179,2.4286,2.3929,0.5179,0.4196,0.5893,1.5893,2.4911,6.4018,3.5,2.6875,2.0179,0,0
perduwi01,Will,Perdue,C,84,240,Vanderbilt,FL,W,685,16.4759,4.9343,1.9182,3.4234,0.7854,0.2964,0.7212,1.0701,2.0453,3.8,2.0102,1.6117,0.9124,0.0146,0.0015
perkike01,Kendrick,Perkins,C,82,280,none,TX,B,536,22.9478,6.2183,1.8601,4.319,1.028,0.3078,1.3657,1.6735,2.819,4.4963,2.4851,2.0597,1.2481,0.0205,0
perkisa01,Sam,Perkins,F-C,81,235,North Carolina,NY,B,815,25.6945,10.5006,1.3472,3.4368,1.3755,0.7607,0.6,0.9804,2.189,8.1755,3.6294,2.8098,2.2699,2.6123,0.9718
perryel01,Elliot,Perry,G,72,150,Memphis State,TN,B,549,17.306,6.2823,0.337,1.0146,3.0947,1.0455,0.0364,1.4208,1.2878,5.3643,2.4645,1.408,1.102,0.6995,0.2514
perryti01,Tim,Perry,F-C,81,200,Temple,NJ,B,359,22.8691,7.7214,1.6351,2.8969,1.117,0.5042,1.0028,1.1337,1.8858,6.4457,3.078,1.9972,1.3148,0.7911,0.2507
persoch01,Chuck,Person,F,80,220,Auburn,AL,B,625,27.9232,12.3728,0.8848,3.2576,2.4352,0.6144,0.216,1.6848,2.3872,10.9936,4.88,1.576,1.0848,4.1552,1.528
persowe01,Wesley,Person,G,78,195,Auburn,AL,B,733,28.2769,11.176,0.5771,2.6999,1.6835,0.7899,0.3124,0.9277,1.3165,9.3356,4.2674,1.3779,1.0723,3.7572,1.5689
petermo01,Morris,Peterson,G-F,79,215,Michigan State,MI,B,711,27.2419,10.7286,0.8003,2.692,1.5345,0.8987,0.1913,1.007,2.2588,9.2363,3.8636,2.0478,1.5823,3.8003,1.4191
petrodr01,Drazen,Petrovic,G,77,195,Zagreb,,W,213,31.4648,18.2066,0.892,1.7277,2.7465,1.1362,0.1174,2.3474,2.8967,13.8122,7.0329,3.6901,3.1033,2.3897,1.0376
petrojo01,Johan,Petro,C,84,247,none,,B,442,15.6312,4.7376,1.138,2.7647,0.4774,0.414,0.5136,0.7919,2.5113,4.5385,2.0995,0.8009,0.5362,0.0204,0.0023
phillbo01,Bobby,Phills,G,77,210,Southern (LA),LA,B,467,28.7495,11.0343,0.8801,2.2655,2.6681,1.2677,0.2976,1.5225,2.3683,9.4561,4.1906,2.6017,1.9208,1.8801,0.7323
piatker01,Eric,Piatkowski,G-F,79,215,Nebraska,SD,W,789,18.5222,7.5019,0.6439,1.5311,0.9861,0.512,0.1458,0.7959,1.4601,5.9708,2.5906,1.4601,1.2243,2.7478,1.0963
piercpa01,Paul,Pierce,F,78,220,Kansas,CA,B,1025,36.8615,22.04,0.9395,5.0702,3.839,1.4644,0.6215,2.9249,2.8429,16.1346,7.2254,7.3717,5.9522,4.4351,1.6371
piercri01,Ricky,Pierce,F-G,76,205,Rice,TX,B,486,24.3498,15.0514,0.7284,1.463,2.0062,0.8313,0.1276,1.5761,2.0412,11.5103,5.4383,4.1296,3.6996,1.3704,0.4753
pietrmi01,Mickael,Pietrus,G-F,78,200,none,,B,538,21.5,8.4182,0.8104,2.3271,0.8104,0.6673,0.4164,1.0409,2.2993,6.9219,2.9572,1.9238,1.2788,3.4294,1.2249
pincked01,Ed,Pinckney,F,81,195,Villanova,NY,B,397,19.0806,5.262,2.1662,3.2746,0.6776,0.7531,0.5139,0.7809,1.7607,3.5491,1.8564,1.9521,1.5491,0.0126,0
pippesc01,Scottie,Pippen,F-G,79,210,Central Arkansas,AR,B,944,35.8665,16.8602,1.7638,4.8083,5.5784,1.9767,0.7765,2.8061,2.7076,13.8972,6.5508,3.8867,2.7786,2.9555,0.9799
planizo01,Zoran,Planinic,G-F,79,195,none,,W,148,10.7027,3.7905,0.3176,1.0203,1.1149,0.3919,0.0473,0.8108,1.6014,3.2838,1.3311,1.2973,0.8784,0.8649,0.25
pollasc01,Scot,Pollard,C-F,82,265,Kansas,CA,W,506,16.5455,4.3913,1.7806,2.8656,0.4348,0.5909,0.6957,0.6008,2.3281,3.4348,1.6957,1.4111,1,0.004,0
polynol01,Olden,Polynice,C-F,83,220,Virginia,NY,B,817,26.7858,8.978,2.9155,4.7638,0.8262,0.5165,0.7026,1.2338,2.7772,7.7283,3.907,2.2007,1.1591,0.0245,0.0049
pondequ01,Quincy,Pondexter,F,78,225,Washington,CA,B,130,13.3538,3.5308,0.6,1.0462,0.4231,0.3385,0.1154,0.3538,1.1769,3.2231,1.3923,0.6692,0.4385,0.9462,0.3077
popema01,Mark,Pope,F,82,235,Kentucky,WA,W,153,10.6993,1.8627,0.6013,1.1046,0.4118,0.2092,0.2941,0.3072,1.5817,1.8889,0.7582,0.4902,0.281,0.366,0.0654
portete01,Terry,Porter,G,75,195,Wisconsin-Stevens Point,WI,B,872,25.8624,11.3761,0.4599,2.2936,4.4954,1.0275,0.164,1.7982,1.5298,8.6147,3.8876,2.8647,2.3635,3.133,1.2374
poseyja01,James,Posey,G-F,79,215,Xavier,OH,B,864,26.9144,8.5868,0.8738,3.8264,1.6354,1.0613,0.3461,1.1354,2.6968,7.0498,2.8877,1.9688,1.6134,3.434,1.1979
potapvi01,Vitaly,Potapenko,C-F,82,280,Wright State,,W,610,19.0295,6.5492,1.7492,2.718,0.6852,0.423,0.3426,1.2885,2.5197,5.6131,2.6869,1.6902,1.1738,0.0098,0.0016
powele01,Leon,Powe,F,80,240,California,CA,B,238,13.9496,6.2353,1.5966,2.2479,0.3277,0.2899,0.3445,0.7941,2.1134,3.9958,2.0588,3.105,2.1176,0.021,0
poweljo01,Josh,Powell,F,81,225,North Carolina State,GA,B,315,12.5333,3.8794,1.0508,1.8921,0.5111,0.1556,0.2127,0.8032,1.5556,3.5873,1.5746,0.9524,0.7079,0.0635,0.0222
presspa01,Paul,Pressey,G-F,77,185,Tulsa,VA,B,144,18.8194,5.2639,0.5556,1.5417,3.0764,0.7153,0.3889,1.5069,2.0556,4.5347,2.0139,1.3958,1.1042,0.5694,0.1319
priceaj01,A.J.,Price,G,74,181,Connecticut,NY,B,150,14.8533,6.0333,0.2733,1.2,2.02,0.56,0.04,0.96,0.96,5.6533,2.12,1.2733,0.9467,2.74,0.8467
pricebr01,Brent,Price,G,73,165,Oklahoma,OK,W,418,16.7632,5.9354,0.4187,1.2177,2.9569,0.7488,0.0383,1.4976,1.8158,4.5885,1.9569,1.3995,1.1531,2.244,0.8684
pricema01,Mark,Price,G,72,170,Georgia Tech,OK,W,427,28.7658,14.993,0.4871,2.0281,6.7541,1.1452,0.1124,2.5176,1.3653,11.4169,5.281,3.1991,2.9415,3.8056,1.4895
pricero01,Ronnie,Price,G,74,190,Utah Valley State,TX,B,355,11.4873,3.5775,0.3042,0.8,1.3831,0.6225,0.093,0.8197,1.4592,3.4338,1.3352,0.769,0.5606,1.138,0.3465
princta01,Tayshaun,Prince,F-G,81,215,Kentucky,CA,B,724,33.3425,12.8605,1.2942,3.3702,2.6575,0.5787,0.5912,1.2044,1.3605,11.2403,5.1727,2.4296,1.8577,1.7914,0.6575
profila01,Laron,Profit,G-F,76,204,Maryland,DE,B,135,11.3852,3.2667,0.3852,1.163,1.2296,0.5185,0.1852,0.8593,1.0222,3.0593,1.2815,0.7704,0.5481,0.6593,0.1556
przybjo01,Joel,Przybilla,C,85,243,Minnesota,MN,W,580,20.1052,3.9466,1.9052,4.3741,0.4345,0.269,1.4362,0.9828,2.7483,2.7879,1.5414,1.5483,0.8638,0.0052,0
quinnbr01,Brian,Quinnett,F,80,235,Washington State,WA,W,107,12.4953,4.0561,0.757,1.0748,0.6075,0.3551,0.1963,0.6355,1.2336,3.9907,1.7009,0.5794,0.3925,0.785,0.2617
quinnch01,Chris,Quinn,G,74,185,Notre Dame,OH,W,234,13.7906,4.6239,0.1239,1.0043,1.9017,0.4231,0.0342,0.5598,1.0513,4.0171,1.6111,0.8846,0.7137,1.8034,0.688
radjadi01,Dino,Radja,F-C,83,225,none,,W,224,32.625,16.6652,2.2188,6.1875,1.5893,0.8973,1.2589,2.2098,3.3259,13.625,6.7679,4.2589,3.1295,0.0134,0
radmavl01,Vladimir,Radmanovic,F,82,227,none,,W,712,22.4958,8.2135,0.9045,2.9663,1.389,0.7444,0.3638,1.1657,2.139,7.2121,3,1.1292,0.8567,3.5674,1.3567
rambiku01,Kurt,Rambis,F,80,213,Santa Clara,CA,W,238,12.3235,2.9454,1.1387,2.3151,0.8487,0.4412,0.3151,0.6134,1.6765,2.2143,1.1134,1.0546,0.7185,0.021,0
